medicine_name,authorisation_no,pharmaceutical_form_lv,active_substance,Aizliegts ārpus sacensībām,Aizliegts sacensību laikā,Aizliegto vielu un metožu saraksta klase,Piezīmes par lietošanu,"Sporta veidi, kuros aizliegts sacensību laikā","Sporta veidi, kuros aizliegts ārpus sacensībām",Notes,Prohibited In-Competition in the following sports,Prohibited Out-of-Competition in the following sports
"Noliprel Forte Arginine 5 mg/1,25 mg apvalkotās tabletes",07-0016,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum",Jā,Jā,S5,,,,,,
"Prestarium Combi Arginine 5 mg/1,25 mg apvalkotās tabletes",07-0018,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum",Jā,Jā,S5,,,,,,
"Fosinopril HCT Actavis 20 mg/12,5 mg tabletes",07-0082,Tabletes,"Fosinoprilum natricum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Hartil HCT 5 mg/25 mg tabletes,07-0083,Tabletes,"Ramiprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
CosmoFer 50 mg/ml šķīdums infūzijām un injekcijām,07-0132,Šķīdums injekcijām un infūzijām,Ferri hydroxidum dextrani complexus,Jā,Jā,S5,,,,,,
Flexbumin 200 g/l šķīdums infūzijām,07-0154,Šķīdums infūzijām,Albuminum humanum,Jā,Jā,S5,,,,,,
"Prenewel 2 mg/0,625 mg tabletes",07-0369,Tabletes,"Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Prenewel 4 mg/1,25 mg tabletes",07-0370,Tabletes,"Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Ramimed HCT 2,5 mg/12,5 mg tabletes",08-0075,Tabletes,"Ramiprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Ramimed HCT 5 mg/25 mg tabletes,08-0076,Tabletes,"Ramiprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Volulyte 6% šķīdums infūzijām,08-0103,Šķīdums infūzijām,"Poly(O-2-hydroxyethyl) amylum, Natrii acetas trihydricus, Natrii chloridum, Kalii chloridum, Magnesii chloridum hexahydricum",Jā,Jā,S5,,,,,,
"Indapen SR 1,5 mg ilgstošās darbības tabletes",08-0313,Ilgstošās darbības apvalkotās tabletes,Indapamidum,Jā,Jā,S5,,,,,,
"Perindap 4 mg/1,25 mg tabletes",09-0016,Tabletes,"Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Noliterax 10 mg/2,5 mg apvalkotās tabletes",09-0050,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum",Jā,Jā,S5,,,,,,
"Indapamide Orion 1,5 mg ilgstošās darbības tabletes",09-0057,Ilgstošās darbības tabletes,Indapamidum,Jā,Jā,S5,,,,,,
"Tensart HCT 80/12,5 mg apvalkotās tabletes",09-0084,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Tensart HCT 160/12,5 mg apvalkotās tabletes",09-0085,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Tensart HCT 160/25 mg apvalkotās tabletes,09-0086,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Lozap H 50 mg/12,5 mg apvalkotās tabletes",09-0089,Apvalkotās tabletes,"Losartanum kalicum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Albunorm 50 g/l šķīdums infūzijām,09-0106,Šķīdums infūzijām,Albuminum humanum,Jā,Jā,S5,,,,,,
Albunorm 200 g/l šķīdums infūzijām,09-0107,Šķīdums infūzijām,Albuminum humanum,Jā,Jā,S5,,,,,,
"Indapamide Actavis 1,5 mg ilgstošās darbības tabletes",09-0117,Ilgstošās darbības tabletes,Indapamidum,Jā,Jā,S5,,,,,,
Accuzide 20 mg/25 mg apvalkotās tabletes,09-0488,Apvalkotās tabletes,"Quinaprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Valsacombi 80 mg/12,5 mg apvalkotās tabletes",09-0515,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Valsacombi 160 mg/12,5 mg apvalkotās tabletes",09-0516,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Valsacombi 160 mg/25 mg apvalkotās tabletes,09-0517,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Quinapril/HCT Teva 20 mg/12,5 mg apvalkotās tabletes",09-0532,Apvalkotās tabletes,"Quinaprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Indamax 1,5 mg ilgstošās darbības tabletes",10-0006,Ilgstošās darbības tabletes,Indapamidum,Jā,Jā,S5,,,,,,
"Lorista H 50 mg/12,5 mg apvalkotās tabletes",10-0095,Apvalkotās tabletes,"Losartanum kalicum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Lorista H 100 mg/25 mg apvalkotās tabletes,10-0096,Apvalkotās tabletes,"Losartanum kalicum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Mesar Plus 40 mg/12,5 mg apvalkotās tabletes",10-0145,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Mesar Plus 40 mg/25 mg apvalkotās tabletes,10-0146,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Torasemide Hexal 10 mg tabletes,10-0167,Tabletes,Torasemidum,Jā,Jā,S5,,,,,,
"Co-Perineva 2 mg/0,625 mg tabletes",10-0235,Tabletes,"Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Co-Perineva 4 mg/1,25 mg tabletes",10-0236,Tabletes,"Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Prenewel 8 mg/2,5 mg tabletes",10-0251,Tabletes,"Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Prescanden HCT 16 mg/12,5 mg tabletes",10-0266,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Prescanden HCT 8 mg/12,5 mg tabletes",10-0267,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Lorista H 100 mg/12,5 mg apvalkotās tabletes",10-0373,Apvalkotās tabletes,"Losartanum kalicum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Perindopril arginine/Indapamide Servier 10 mg/2,5 mg apvalkotās tabletes",10-0487,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum",Jā,Jā,S5,,,,,,
Glypressin 1 mg šķīdums injekcijām,10-0584,Šķīdums injekcijām,Terlipressini acetas,Jā,Jā,S5,,,,,,
"Sanoral HCT 20 mg/5 mg/12,5 mg apvalkotās tabletes",11-0034,Apvalkotās tabletes,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Sanoral HCT 40 mg/10 mg/12,5 mg apvalkotās tabletes",11-0035,Apvalkotās tabletes,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Sanoral HCT 40 mg/10 mg/25 mg apvalkotās tabletes,11-0036,Apvalkotās tabletes,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Sanoral HCT 40 mg/5 mg/12,5 mg apvalkotās tabletes",11-0037,Apvalkotās tabletes,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Sanoral HCT 40 mg/5 mg/25 mg apvalkotās tabletes,11-0038,Apvalkotās tabletes,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Valsacombi 320 mg/12,5 mg apvalkotās tabletes",11-0048,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Valsacombi 320 mg/25 mg apvalkotās tabletes,11-0049,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Co-Perineva 8 mg/2,5 mg tabletes",11-0058,Tabletes,"Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Valsartan/hydrochlorothiazide Krka 160 mg/12,5 mg apvalkotās tabletes",11-0088,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Valsartan/hydrochlorothiazide Krka 160 mg/25 mg apvalkotās tabletes,11-0089,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Valsartan/hydrochlorothiazide Krka 320 mg/12,5 mg apvalkotās tabletes",11-0090,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Valsartan/hydrochlorothiazide Krka 320 mg/25 mg apvalkotās tabletes,11-0091,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Valsartan/hydrochlorothiazide Krka 80 mg/12,5 mg apvalkotās tabletes",11-0092,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Quinapril/Hydrochlorothiazid Aurobindo 10 mg/12,5 mg apvalkotās tabletes",11-0157,Apvalkotās tabletes,"Quinaprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Quinapril/Hydrochlorothiazid Aurobindo 20 mg/12,5 mg apvalkotās tabletes",11-0158,Apvalkotās tabletes,"Quinaprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Quinapril/Hydrochlorothiazid Aurobindo 20 mg/25 mg apvalkotās tabletes,11-0159,Apvalkotās tabletes,"Quinaprilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Vanatex HCT 80 mg/12,5 mg apvalkotās tabletes",11-0161,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Vanatex HCT 160 mg/12,5 mg apvalkotās tabletes",11-0162,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Vanatex HCT 160 mg/25 mg apvalkotās tabletes,11-0163,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Valsol plus 160 mg/25 mg apvalkotās tabletes,11-0186,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Valsol plus 80 mg/12,5 mg apvalkotās tabletes",11-0187,Apvalkotās tabletes,"Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Candesartan HCT Actavis 16 mg/12,5 mg tabletes",11-0257,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Atacand Plus 16 mg/12,5 mg tabletes",11-0413,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Carzan HCT 16 mg/12,5 mg tabletes",12-0020,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Co-Olimestra 20 mg/12,5 mg apvalkotās tabletes",12-0178,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Co-Olimestra 20 mg/25 mg apvalkotās tabletes,12-0179,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Co-Olimestra 40 mg/12,5 mg apvalkotās tabletes",12-0180,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Co-Olimestra 40 mg/25 mg apvalkotās tabletes,12-0181,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Furosemide Unifarma 10 mg/ml šķīdums injekcijām/infūzijām,12-0219,Šķīdums injekcijām/infūzijām,Furosemidum,Jā,Jā,S5,,,,,,
"Candesartan cilexetil/Hydrochlorothiazide Teva 16 mg/12,5 mg tabletes",12-0282,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Osaver HCT 20 mg/12,5 mg apvalkotās tabletes",13-0023,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Osaver HCT 40 mg/12,5 mg apvalkotās tabletes",13-0025,Apvalkotās tabletes,"Olmesartanum medoxomilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Perindopril/Indapamide Teva 2,5 mg/0,625 mg apvalkotās tabletes",13-0088,Apvalkotās tabletes,"Perindoprili tosilas, Indapamidum",Jā,Jā,S5,,,,,,
"Perindopril/Indapamide Teva 5 mg/1,25 mg apvalkotās tabletes",13-0089,Apvalkotās tabletes,"Perindoprili tosilas, Indapamidum",Jā,Jā,S5,,,,,,
"Prescanden HCT 32 mg/12,5 mg tabletes",13-0108,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Prescanden HCT 32 mg/25 mg tabletes,13-0109,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Zofistar Plus 30 mg/12,5 mg apvalkotās tabletes",13-0177,Apvalkotās tabletes,"Zofenoprilum calcium, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Telmisartan/Hydrochlorothiazide Billev 40 mg/12,5 mg tabletes",13-0191,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Telmisartan/Hydrochlorothiazide Billev 80 mg/12,5 mg tabletes",13-0192,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Telmisartan/Hydrochlorothiazide Billev 80 mg/25 mg tabletes,13-0193,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Tertensam 1,5 mg/5 mg ilgstošās darbības tabletes",13-0246,Ilgstošās darbības tabletes,"Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Tertensam 1,5 mg/10 mg ilgstošās darbības tabletes",13-0247,Ilgstošās darbības tabletes,"Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Tezeo HCT 80 mg/12,5 mg tabletes",13-0248,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Co-Amlessa 2 mg/5 mg/0,625 mg tabletes",14-0025,Tabletes,"Tert-butylamini perindoprilum, Amlodipinum, Indapamidum",Jā,Jā,S5,,,,,,
"Co-Amlessa 4 mg/5 mg/1,25 mg tabletes",14-0026,Tabletes,"Tert-butylamini perindoprilum, Amlodipinum, Indapamidum",Jā,Jā,S5,,,,,,
"Co-Amlessa 4 mg/10 mg/1,25 mg tabletes",14-0027,Tabletes,"Tert-butylamini perindoprilum, Amlodipinum, Indapamidum",Jā,Jā,S5,,,,,,
"Co-Amlessa 8 mg/5 mg/2,5 mg tabletes",14-0028,Tabletes,"Tert-butylamini perindoprilum, Amlodipinum, Indapamidum",Jā,Jā,S5,,,,,,
"Co-Amlessa 8 mg/10 mg/2,5 mg tabletes",14-0029,Tabletes,"Tert-butylamini perindoprilum, Amlodipinum, Indapamidum",Jā,Jā,S5,,,,,,
"Arplexam 5 mg/1,25 mg/5 mg apvalkotās tabletes",14-0052,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Arplexam 5 mg/1,25 mg/10 mg apvalkotās tabletes",14-0053,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Arplexam 10 mg/2,5 mg/5 mg apvalkotās tabletes",14-0054,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Arplexam 10 mg/2,5 mg/10 mg apvalkotās tabletes",14-0055,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Triplixam 5 mg/1,25 mg/5 mg apvalkotās tabletes",14-0057,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Triplixam 5 mg/1,25 mg/10 mg apvalkotās tabletes",14-0058,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Triplixam 10 mg/2,5 mg/5 mg apvalkotās tabletes",14-0059,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Triplixam 10 mg/2,5 mg/10 mg apvalkotās tabletes",14-0060,Apvalkotās tabletes,"Perindoprili argininum, Indapamidum, Amlodipinum",Jā,Jā,S5,,,,,,
"Candisil HCT 8 mg/12,5 mg tabletes",14-0075,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Candisil HCT 16 mg/12,5 mg tabletes",14-0076,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Candisil HCT 32 mg/12,5 mg tabletes",14-0077,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Candisil HCT 32 mg/25 mg tabletes,14-0078,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Telmisartan/Hydrochlorothiazide Teva Pharma 80 mg/12,5 mg tabletes",14-0104,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Canocombi 8 mg/12,5 mg tabletes",15-0010,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Canocombi 16 mg/12,5 mg tabletes",15-0011,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Canocombi 32 mg/12,5 mg tabletes",15-0012,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Canocombi 32 mg/25 mg tabletes,15-0013,Tabletes,"Candesartanum cilexetilum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Eplerenone Accord 25 mg apvalkotās tabletes,15-0254,Apvalkotās tabletes,Eplerenonum,Jā,Jā,S5,,,,,,
Eplerenone Accord 50 mg apvalkotās tabletes,15-0255,Apvalkotās tabletes,Eplerenonum,Jā,Jā,S5,,,,,,
Plecard 25 mg apvalkotās tabletes,16-0021,Apvalkotās tabletes,Eplerenonum,Jā,Jā,S5,,,,,,
Plecard 50 mg apvalkotās tabletes,16-0022,Apvalkotās tabletes,Eplerenonum,Jā,Jā,S5,,,,,,
Spironolactone Accord 25 mg apvalkotās tabletes,16-0043,Apvalkotās tabletes,Spironolactonum,Jā,Jā,S5,,,,,,
Spironolactone Accord 50 mg apvalkotās tabletes,16-0044,Apvalkotās tabletes,Spironolactonum,Jā,Jā,S5,,,,,,
Spironolactone Accord 100 mg apvalkotās tabletes,16-0045,Apvalkotās tabletes,Spironolactonum,Jā,Jā,S5,,,,,,
"Telmitex 40 mg/12,5 mg tabletes",16-0066,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Telmitex 80 mg/12,5 mg tabletes",16-0067,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Telmitex 80 mg/25 mg tabletes,16-0068,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Telmisartan/Hydrochlorothiazide Accord 40 mg/12,5 mg tabletes",16-0085,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Telmisartan/Hydrochlorothiazide Accord 80 mg/12,5 mg tabletes",16-0086,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Telmisartan/Hydrochlorothiazide Accord 80 mg/25 mg tabletes,16-0087,Tabletes,"Telmisartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Nokdirna 25 mikrogrami liofilizāts iekšķīgai lietošanai,16-0169,Liofilizāts iekšķīgai lietošanai,Desmopressinum,Jā,Jā,S5,,,,,,
Nokdirna 50 mikrogrami liofilizāts iekšķīgai lietošanai,16-0170,Liofilizāts iekšķīgai lietošanai,Desmopressinum,Jā,Jā,S5,,,,,,
"Perindopril/Indapamide Teva 10 mg/2,5 mg apvalkotās tabletes",17-0018,Apvalkotās tabletes,"Perindoprili tosilas, Indapamidum",Jā,Jā,S5,,,,,,
Furosemide Norameda 10 mg/ml šķīdums injekcijām/infūzijām,17-0263,Šķīdums injekcijām/infūzijām,Furosemidum,Jā,Jā,S5,,,,,,
Empesin 40 SV/2ml koncentrāts infūziju šķīduma pagatavošanai,18-0060,Koncentrāts infūziju šķīduma pagatavošanai,Argipressinum,Jā,Jā,S5,,,,,,
"Tricorlix 7 mg/5 mg/2,5 mg apvalkotās tabletes",18-0074,Apvalkotās tabletes,"Perindoprili argininum, Amlodipinum, Indapamidum",Jā,Jā,S5,,,,,,
Enplerasa 25 mg apvalkotās tabletes,18-0114,Apvalkotās tabletes,Eplerenonum,Jā,Jā,S5,,,,,,
Enplerasa 50 mg apvalkotās tabletes,18-0115,Apvalkotās tabletes,Eplerenonum,Jā,Jā,S5,,,,,,
"Triemma 10 mg/4 mg/1,25 mg apvalkotās tabletes",18-0133,Apvalkotâs tabletes,"Rosuvastatinum, Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Triemma 20 mg/4 mg/1,25 mg apvalkotās tabletes",18-0134,Apvalkotâs tabletes,"Rosuvastatinum, Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Triemma 10 mg/8 mg/2,5 mg apvalkotās tabletes",18-0135,Apvalkotās tabletes,"Rosuvastatinum, Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Triemma 20 mg/8 mg/2,5 mg apvalkotās tabletes",18-0136,Apvalkotās tabletes,"Rosuvastatinum, Tert-butylamini perindoprilum, Indapamidum",Jā,Jā,S5,,,,,,
"Valtricom 5 mg/160 mg/12,5 mg apvalkotās tabletes",19-0042,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Valtricom 10 mg/320 mg/25 mg apvalkotās tabletes,19-0046,Apvalkotās tabletes,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Ramdacordia HCT 5 mg/5 mg/12,5 mg cietās kapsulas",19-0048,Cietās kapsulas,"Ramiprilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Ramdacordia HCT 5 mg/5 mg/25 mg cietās kapsulas,19-0049,Cietās kapsulas,"Ramiprilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Ramdacordia HCT 10 mg/5 mg/25 mg cietās kapsulas,19-0050,Cietās kapsulas,"Ramiprilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Ramdacordia HCT 10 mg/10 mg/25 mg cietās kapsulas,19-0051,Cietās kapsulas,"Ramiprilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Dipperam HCT 5 mg/160 mg/12,5 mg apvalkotās tabletes",19-0164,Apvalkotā tablete,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Dipperam HCT 10 mg/160 mg/12,5 mg apvalkotās tabletes",19-0165,Apvalkotā tablete,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dipperam HCT 5 mg/160 mg/25 mg apvalkotās tabletes,19-0166,Apvalkotā tablete,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dipperam HCT 10 mg/160 mg/25 mg apvalkotās tabletes,19-0167,Apvalkotā tablete,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Dipperam HCT 10 mg/320 mg/25 mg apvalkotās tabletes,19-0168,Apvalkotā tablete,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Amlodipine/Valsartan/Hydrochlorothiazide Teva 10mg/160mg/12,5 mg apvalkotās tabletes",20-0051,Apvalkotā tablete,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Gaduar 20 mg/5 mg/12,5 mg apvalkotās tabletes",20-0053,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Gaduar 40 mg/5 mg/12,5 mg apvalkotās tabletes",20-0054,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Gaduar 40 mg/10 mg/12,5 mg apvalkotās tabletes",20-0055,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Olmesartan medoxomil/Amlodipine/Hydrochlorothiazide Accord 20 mg/5 mg/12,5 mg apvalkotās tabletes",20-0065,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Olmesartan medoxomil/Amlodipine/Hydrochlorothiazide Accord 40 mg/5 mg/12,5 mg apvalkotās tabletes",20-0066,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Olmesartan medoxomil/Amlodipine/Hydrochlorothiazide Accord 40 mg/10 mg/12,5 mg apvalkotās tabletes",20-0067,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Olsitri 20 mg/5 mg/12,5 mg apvalkotās tabletes",20-0070,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Olsitri 40 mg/5 mg/12,5 mg apvalkotās tabletes",20-0071,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Olsitri 40 mg/5 mg/25 mg apvalkotās tabletes,20-0072,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
"Olsitri 40 mg/10 mg/12,5 mg apvalkotās tabletes",20-0073,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Olsitri 40 mg/10 mg/25 mg apvalkotās tabletes,20-0074,Apvalkotā tablete,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Human Albumin CSL Behring 200 g/l šķīdums infūzijām,20-0083,Šķīdums infūzijām,Albuminum humanum,Jā,Jā,S5,,,,,,
"Amlodipine/Valsartan/Hydrochlorothiazide Teva 5 mg/160 mg/12,5 mg apvalkotās tabletes",20-0093,Apvalkotā tablete,"Amlodipinum, Valsartanum, Hydrochlorothiazidum",Jā,Jā,S5,,,,,,
Furosemide Kalceks 10 mg/ml šķīdums injekcijām/infūzijām,20-0102,Šķīdums injekcijām/infūzijām,Furosemidum,Jā,Jā,S5,,,,,,
